"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Consent","age","gender","residing_country","Country_other","residing_province","residing_UK","residing_Colombia","residing_Bolivia","residing_Honduras","residing_CostaRica","residing_Nepal","birth_country","Q74","education","occupation","work_location","study_location","SSS_faml","sss_fair","sss_anger","relationship_status","dependents_no","live_alone","cohabiting_adults_no","cohabiting_kids_no_1","cohabiting_kids_no_2","cohabiting_kids_no_3","homeschooling","covid_self","identity_1_midneutral","identity_2_midneutral","identity_3_midneutral","identity_4_midneutral","perceived_stress_sca_1","perceived_stress_sca_2","perceived_stress_sca_3","perceived_stress_sca_4","perceived_stress_sca_5","perceived_stress_sca_6","perceived_stress_sca_7","perceived_stress_sca_8","perceived_stress_sca_9","perceived_stress_sca_10","Scale_SLON_1","Scale_SLON_2","Scale_SLON_3","primary_stressors_1","primary_stressors_2","primary_stressors_3","primary_stressors_4","secondary_stressors__1","secondary_stressors__2","secondary_stressors__3","secondary_stressors__4","secondary_stressors__5","secondary_stressors__6","secondary_stressors__7","secondary_stressors__8","secondary_stressors__9","secondary_stressors__10","secondary_stressors__11","secondary_stressors__12","secondary_stressors__13","secondary_stressors__14","perceived_support_1_midneutral","perceived_support_2_midneutral","perceived_support_3_midneutral","attention_check","compliance_1","compliance_2","compliance_3","compliance_4","compliance_5","compliance_6","compliance_7","compliance_8","socialinfluence_nor1_1","socialinfluence_nor1_2","socialinfluence_nor1_3","socialinfluence_nor1_4","socialinfluence_nor1_5","socialinfluence_nor1_6","socialinfluence_nor1_7","socialinfluence_nor1_8","socialinfluence_nor2_1","socialinfluence_nor2_2","socialinfluence_nor2_3","socialinfluence_nor2_4","socialinfluence_nor2_5","socialinfluence_nor2_6","socialinfluence_nor2_7","socialinfluence_nor2_8","vaccine_midneutral","vaccine_attitudes_9_midneutral","vaccine_attitudes_2_midneutral","vaccine_attitudes_3_midneutral","vaccine_attitudes_4_midneutral","vaccine_attitudes_5_midneutral","vaccine_attitudes_6_midneutral","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","X0_preamble2","X0_closing","resilience_1","resilience_2","resilience_3","resilience_4","resilience_5","resilience_6","uncertainty_1","uncertainty_2","uncertainty_3","uncertainty_4","uncertainty_5","information_acquisit_1","information_acquisit_2","information_acquisit_3","information_acquisit_4","information_acquisit_5","information_acquisit_6","information_acquisit_7","information_acquisit_7_TEXT","misperception1_1","misperception1_2","misperception2_1","misperception2_2","misperception3_1","misperception3_2","conspirational_think_1","conspirational_think_2","conspirational_think_3","conspirational_think_4","antiexpert_1","antiexpert_2","antiexpert_3","moral.values_1_midneutral","moral.values_2_midneutral","moral.values_3_midneutral","moral.values_4_midneutral","moral.values_5_midneutral","moral.values_6_midneutral","moral.values_7_midneutral","moral.values_8_midneutral","moral.values_9_midneutral","moral.values_10_midneutral","moral.values_11_midneutral","emotions_1_midneutral","emotions_2_midneutral","emotions_3_midneutral","emotions_4_midneutral","emotions_5_midneutral","emotions_6_midneutral","emotions_7_midneutral","emotions_8_midneutral","test","vaccine_0neutral","identity_1_0neutral","identity_2_0neutral","identity_3_0neutral","identity_4_0neutral","perceived_support_1_0neutral","perceived_support_2_0neutral","perceived_support_3_0neutral","vaccine_attitudes_9_0neutral","vaccine_attitudes_2_0neutral","vaccine_attitudes_3_0neutral","vaccine_attitudes_4_0neutral","vaccine_attitudes_5_0neutral","vaccine_attitudes_6_0neutral","emotions_1_0neutral","emotions_2_0neutral","emotions_3_0neutral","emotions_4_0neutral","emotions_5_0neutral","emotions_6_0neutral","emotions_7_0neutral","emotions_8_0neutral","moral.values_1_0neutral","moral.values_2_0neutral","moral.values_3_0neutral","moral.values_4_0neutral","moral.values_5_0neutral","moral.values_6_0neutral","moral.values_7_0neutral","moral.values_8_0neutral","moral.values_9_0neutral","moral.values_10_0neutral","moral.values_11_0neutral","primary_stressors_1.NAppl","primary_stressors_2.NAppl","primary_stressors_3.NAppl","primary_stressors_4.NAppl","secondary_stressors__1.NAppl","secondary_stressors__2.NAppl","secondary_stressors__3.NAppl","secondary_stressors__4.NAppl","secondary_stressors__5.NAppl","secondary_stressors__6.NAppl","secondary_stressors__7.NAppl","secondary_stressors__8.NAppl","secondary_stressors__9.NAppl","secondary_stressors__10.NAppl","secondary_stressors__11.NAppl","secondary_stressors__12.NAppl","secondary_stressors__13.NAppl","secondary_stressors__14.NAppl","compliance_1.NAppl","compliance_2.NAppl","compliance_3.NAppl","compliance_4.NAppl","compliance_5.NAppl","compliance_6.NAppl","compliance_7.NAppl","compliance_8.NAppl","socialinfluence_nor1_1.NAppl","socialinfluence_nor1_2.NAppl","socialinfluence_nor1_3.NAppl","socialinfluence_nor1_4.NAppl","socialinfluence_nor1_5.NAppl","socialinfluence_nor1_6.NAppl","socialinfluence_nor1_7.NAppl","socialinfluence_nor1_8.NAppl","socialinfluence_nor2_1.NAppl","socialinfluence_nor2_2.NAppl","socialinfluence_nor2_3.NAppl","socialinfluence_nor2_4.NAppl","socialinfluence_nor2_5.NAppl","socialinfluence_nor2_6.NAppl","socialinfluence_nor2_7.NAppl","socialinfluence_nor2_8.NAppl","PSS_10_avg","PLON_3_avg","totals","PSUP_3_0neutral_avg","totals.1","PSUP_3_midneutral_avg","VAC_6_0neutral_positive","VAC_6_0neutral_negative","VAC_6_0neutral_avg","VAC_6_midneutral_positive","VAC_6_midneutral_negative","VAC_6_midneutral_avg","RES_6_avg","UNCER_5_total"
2021-06-29 02:06:02,2021-06-29 02:15:30,"IP Address",74,567,FALSE,2021-07-06 02:15:31,"R_2pYpDBBpm1n5hlJ","anonymous","FI","I hereby consent to take part in the study",65,"Male","Finland",NA,NA,NA,NA,NA,NA,NA,NA,"Finland",NA,"Some University or equivalent 
(still ongoing, or completed a module or more, but did not graduate)","Retired",NA,NA,NA,6,2,"Married",0,"No",1,0,0,0,NA,"No",5,3,5,5,0,0,0,3,4,0,3,4,1,0,0,0,0,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,"Strongly agree",6,6,3,6,3,5,2,7,NA,NA,NA,6,NA,7,NA,NA,NA,NA,NA,7,NA,NA,3,NA,5,7,6,6,5,6,7,0,5,1,7,5,0,9,"Submit and quit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3,4,4,4,5,5,6,5,5,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,0,TRUE,4.666667,TRUE,5.666667,5.5,4.5,4.166667,6.5,5.5,5.166667,NA,NA
2021-06-29 02:05:40,2021-06-29 02:18:17,"IP Address",67,756,FALSE,2021-07-06 02:18:21,"R_12LxX51QMQwcluE","anonymous","FI","I hereby consent to take part in the study",44,"Male","Finland",NA,NA,NA,NA,NA,NA,NA,NA,"Finland",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At home",NA,8,6,2,"Cohabitating",3,"No",2,0,2,0,"Some of the time","No",5,3,4,4,2,2,3,3,2,2,3,3,2,1,4,3,3,0,1,3,1,1,0,0,0,2,2,3,NA,NA,NA,NA,1,1,2,3,2,4,"Strongly agree",6,7,1,4,1,NA,7,2,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,0,0,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,3.333333,TRUE,1.666667,TRUE,3,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-06 02:07:07,2021-07-06 02:18:53,"IP Address",100,705,TRUE,2021-07-06 02:18:55,"R_AL68XXERrOqFIXv","anonymous","PT","I hereby consent to take part in the study",75,"Female","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"PhD / Doctorate","Retired",NA,NA,6,6,2,"Single",0,"Yes",NA,NA,NA,NA,NA,"No",6,6,6,7,2,2,3,4,2,1,4,2,1,1,4,2,2,3,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Strongly agree",7,7,6,6,7,5,5,7,5,NA,NA,NA,NA,NA,NA,5,7,NA,7,NA,NA,NA,NA,NA,5,7,7,6,6,6,7,6,8,8,9,6,8,9,"Submit and quit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,6,5,5,5,6,6,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,2.666667,TRUE,5,TRUE,6,5.75,5,4.166667,6.75,6,5.166667,NA,NA
2021-07-06 02:04:50,2021-07-06 02:19:06,"IP Address",100,856,TRUE,2021-07-06 02:19:07,"R_1onHS4kwoB9lSE0","anonymous","PT","I hereby consent to take part in the study",61,"Female","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"PhD / Doctorate","Full time employed","At home",NA,5,4,4,"Separated / divorced",NA,"Yes",NA,NA,NA,NA,NA,"No",5,4,3,6,2,2,3,2,2,2,2,2,3,2,3,2,2,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,"Strongly agree",4,6,6,4,3,4,5,4,NA,4,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,4,NA,4,5,5,6,5,4,2,6,7,6,5,7,6,6,6,"Next",NA,5,5,4,5,4,4,5,4,1,4,4,5,5,5,4,3,3,NA,NA,NA,6,4,NA,4,NA,4,4,4,4,4,4,4,5,6,4,4,4,6,6,6,4,3,4,3,3,4,3,3,4,4,4,NA,4,4,0,3,5,4,4,4,4,5,4,0,2,5,3,3,0,3,3,0,0,0,4,5,0,0,0,5,5,5,0,3,0,NA,NA,NA,NA,"Not applicable answer","Not applicable answer","Not applicable answer","Not applicable answer",NA,"Not applicable answer","Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,2.333333,TRUE,4,TRUE,5,4.5,1,4.666667,5.5,3,5.333333,3.833333,3.6
2021-07-06 01:51:40,2021-07-06 02:19:42,"IP Address",100,1681,TRUE,2021-07-06 02:19:43,"R_2Pij6FwR8P8fVG3","anonymous","FI","I hereby consent to take part in the study",61,"Female","Finland",NA,NA,NA,NA,NA,NA,NA,NA,"Finland",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At my workplace (other than home)",NA,6,4,2,"Married",4,"No",2,0,0,0,NA,"No",7,7,6,6,1,1,2,0,3,1,3,3,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,2,7,6,5,"Strongly agree",7,7,2,7,3,7,3,7,NA,7,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,4,NA,5,7,7,5,5,1,1,10,10,10,10,10,10,10,"Next",NA,6,2,6,2,6,2,2,1,1,2,1,6,7,1,1,4,4,1,NA,7,NA,NA,1,NA,1,1,2,2,1,1,5,1,6,7,7,5,4,7,6,6,3,1,2,4,2,5,5,2,6,4,3,NA,4,6,6,5,5,6,5,4,6,6,4,4,1,1,0,2,4,4,2,5,0,3,5,6,6,4,0,6,5,5,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,1.666667,TRUE,5,TRUE,6,4.25,2.5,4,5,3,5,6,1.4
2021-07-06 02:06:03,2021-07-06 02:21:21,"IP Address",100,917,TRUE,2021-07-06 02:21:22,"R_27JAHHlrtU7x84R","anonymous","PT","I hereby consent to take part in the study",62,"Male","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"PhD / Doctorate","Full time employed","At my workplace (other than home)",NA,6,6,1,"Married",0,"No",1,0,0,0,NA,"No",7,5,5,7,0,0,0,4,4,0,4,4,0,0,0,0,0,4,4,3,3,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,7,7,7,"Strongly agree",7,7,7,7,7,NA,1,NA,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA,5,7,7,7,1,1,7,10,10,10,10,10,10,10,"Next",NA,7,1,7,1,7,1,4,5,1,4,1,1,10,1,1,1,10,10,NA,7,NA,NA,1,1,NA,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,3,1,1,5,5,7,5,5,7,7,7,NA,4,6,4,4,6,6,6,6,6,6,6,1,1,6,4,4,6,4,4,6,6,6,6,6,6,6,6,6,6,6,3,1,1,NA,NA,NA,NA,"Not applicable answer","Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,TRUE,6,TRUE,7,6,1,5.666667,7,1,7,7,3
2021-07-06 02:13:54,2021-07-06 02:25:35,"IP Address",100,700,TRUE,2021-07-06 02:25:36,"R_1ilNtJu9yO53aDc","anonymous","PT","I hereby consent to take part in the study",21,"Female","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"Some University or equivalent 
(still ongoing, or completed a module or more, but did not graduate)","Student",NA,"At home",6,5,3,"Single",0,"No",2,0,0,0,NA,"Don't know",5,6,6,6,4,4,4,2,1,3,1,0,3,4,2,2,2,4,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,6,5,"Strongly agree",7,7,7,7,7,7,2,7,7,NA,7,NA,NA,NA,NA,NA,NA,7,NA,7,NA,NA,NA,NA,5,5,6,6,7,2,7,7,7,7,8,8,7,8,"Next","Afetou a produtividade escolar devido ao stress e pressão dos exames.",5,7,2,3,2,3,5,4,5,5,5,10,10,10,10,10,1,1,NA,7,NA,NA,1,1,NA,3,2,2,2,4,1,1,7,7,7,7,7,7,7,7,2,1,3,7,1,4,1,4,7,4,4,NA,4,4,5,5,5,3,5,4,4,5,5,6,2,6,6,1,0,1,0,6,0,0,6,6,6,6,6,6,6,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,2,TRUE,4,TRUE,4.666667,5,4,4,6,4.5,5.166667,3.333333,4.8
2021-07-06 02:12:44,2021-07-06 02:26:27,"IP Address",100,822,TRUE,2021-07-06 02:26:28,"R_3DbFG84MCJASMTc","anonymous","PT","I hereby consent to take part in the study",43,"Male","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"University degree (e.g., MA, MSc, BA, BSc)","Student",NA,"At home",7,6,1,"Single",0,"No",2,0,0,0,NA,"No",7,3,3,2,1,1,2,3,2,0,3,2,2,1,0,0,0,2,4,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Strongly agree",NA,7,6,6,6,7,2,7,NA,NA,NA,6,NA,6,NA,NA,7,NA,NA,NA,NA,7,NA,NA,5,3,2,6,6,4,7,7,10,7,9,5,7,9,"Next",NA,5,5,5,3,4,2,3,2,1,4,3,8,8,8,1,1,8,1,NA,6,NA,4,NA,1,NA,1,5,5,1,6,1,1,6,7,5,6,7,7,7,6,5,1,4,2,2,5,3,2,2,2,2,NA,4,6,3,3,2,5,5,5,3,2,5,5,0,6,2,2,4,3,2,2,2,2,5,6,4,5,6,6,6,5,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0,TRUE,5,TRUE,6,4,2.5,3.833333,4.5,5,4,4.666667,2.6
2021-06-29 02:19:26,2021-06-29 02:29:08,"IP Address",63,581,FALSE,2021-07-06 02:29:09,"R_1NwCAxewbgJcLXd","anonymous","FI","I hereby consent to take part in the study",48,"Male","Finland",NA,NA,NA,NA,NA,NA,NA,NA,"Finland",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At home",NA,7,6,2,"Single",0,"Yes",NA,NA,NA,NA,NA,"No",6,5,5,5,1,1,1,3,2,1,3,2,1,0,2,2,2,1,3,0,2,1,0,3,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,"Strongly agree",6,6,2,2,2,2,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,2,TRUE,4,TRUE,5,NA,NA,NA,NA,NA,NA,NA,NA
2021-07-06 02:16:01,2021-07-06 02:29:25,"IP Address",100,803,TRUE,2021-07-06 02:29:26,"R_3g5e6DiKbdQ4YD4","anonymous","PT","I hereby consent to take part in the study",48,"Female","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"PhD / Doctorate","Full time employed","At home",NA,7,6,2,"Separated / divorced",2,"No",1,0,0,1,"Most of the time","Don't know",6,5,5,6,2,3,3,2,1,2,2,1,2,2,2,2,2,1,1,1,1,0,2,1,1,NA,0,0,NA,NA,NA,NA,2,2,2,4,4,4,"Strongly agree",5,7,5,5,5,6,4,5,NA,NA,5,NA,NA,NA,NA,4,5,NA,7,NA,NA,NA,NA,NA,5,6,6,7,3,4,7,3,3,3,5,3,3,8,NA,"Senti que o controlo da minha vida não estava apenas sob a minha reaponaabilidaee",3,3,3,5,3,5,2,2,1,3,3,10,6,9,7,7,9,1,NA,7,NA,4,NA,2,NA,1,4,3,2,5,3,3,7,7,4,6,7,7,7,7,7,2,7,6,5,5,4,4,4,4,4,NA,4,5,4,4,5,0,0,0,5,5,6,3,0,6,5,4,4,0,0,0,0,0,6,6,0,5,6,6,6,6,6,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,2,TRUE,0,TRUE,4,5.5,1.5,5.166667,6.5,3.5,5.833333,3.333333,2.2
2021-06-29 02:12:02,2021-06-29 02:29:25,"IP Address",72,1042,FALSE,2021-07-06 02:29:27,"R_2Cvlx4p366KgUiK","anonymous","EN","I hereby consent to take part in the study",30,"Female","South Africa",NA,NA,NA,NA,NA,NA,NA,NA,"Hong Kong (S.A.R.)",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At home",NA,8,2,6,"Single",0,"Yes",NA,NA,NA,NA,NA,"Don't know",6,6,6,6,3,3,4,2,2,3,2,2,3,4,4,4,4,1,4,4,4,1,0,2,0,NA,1,2,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Strongly agree",7,7,1,7,2,7,6,6,NA,NA,5,NA,NA,NA,5,NA,NA,6,NA,NA,NA,NA,NA,6,4,7,7,4,6,4,6,3,3,3,0,4,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,5,5,5,6,6,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,4,TRUE,5,TRUE,6,4.25,2.5,4,6,5,5,NA,NA
2021-07-06 02:14:04,2021-07-06 02:29:58,"IP Address",100,953,TRUE,2021-07-06 02:29:59,"R_2P6CHiVRbikmUks","anonymous","PT","I hereby consent to take part in the study",50,"Female","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"PhD / Doctorate","Full time employed","At my workplace (other than home)",NA,5,2,6,"Single",0,"Yes",NA,NA,NA,NA,NA,"No",7,6,5,6,3,1,2,3,3,1,3,2,2,1,2,0,1,4,4,4,4,2,2,4,1,NA,3,3,NA,NA,NA,NA,NA,NA,NA,6,6,6,"Strongly agree",7,7,7,7,7,NA,2,7,7,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,4,NA,NA,NA,5,7,7,6,5,2,7,5,5,7,9,9,7,9,"Next",NA,6,3,5,5,3,3,3,4,1,2,2,8,8,8,5,4,4,1,NA,NA,7,NA,5,NA,1,1,2,2,2,3,1,1,6,7,5,6,7,7,6,6,5,2,2,3,3,6,3,3,7,6,6,NA,4,6,5,4,5,5,5,5,6,6,5,4,2,6,3,3,5,3,3,6,5,5,5,6,4,5,6,6,5,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,TRUE,5,TRUE,6,5.75,3,4.833333,6.75,3.5,6,4.5,2.4
2021-07-06 02:16:40,2021-07-06 02:30:30,"IP Address",100,829,TRUE,2021-07-06 02:30:31,"R_12bZ7ujh1Vqmdc3","anonymous","PT","I hereby consent to take part in the study",25,"Female","Portugal",NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,"University degree (e.g., MA, MSc, BA, BSc)","Student",NA,"At home",7,6,4,"Dating",0,"No",1,0,0,0,NA,"No",6,5,6,4,2,2,3,2,2,1,3,2,2,1,0,0,0,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,6,"Strongly agree",3,7,6,5,3,NA,7,7,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,1,1,NA,NA,NA,5,7,7,7,5,3,7,7,7,7,8,8,8,9,"Next",NA,5,5,5,3,4,3,2,5,1,2,5,9,7,9,10,6,8,10,NA,NA,7,NA,1,1,NA,1,1,1,1,4,3,1,6,6,6,6,7,7,7,6,2,2,2,3,2,3,2,2,5,5,5,NA,4,5,4,5,0,6,6,5,6,6,6,4,3,6,3,2,3,2,2,4,4,4,5,5,5,5,6,6,6,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0,TRUE,5.666667,TRUE,6.666667,6,3.5,4.833333,7,4,6,4.5,3
2021-06-29 02:18:54,2021-06-29 02:30:40,"IP Address",96,705,FALSE,2021-07-06 02:30:43,"R_2BnEfEcwk4uE6oa","anonymous","FI","I hereby consent to take part in the study",26,"Male","Finland",NA,NA,NA,NA,NA,NA,NA,NA,"Finland",NA,"University degree (e.g., MA, MSc, BA, BSc)","Full time employed","At my workplace (other than home)",NA,6,3,4,"Dating",0,"Yes",NA,NA,NA,NA,NA,"Don't know",2,4,5,6,1,1,3,3,3,1,2,3,3,1,1,1,1,0,0,0,0,1,NA,0,0,1,1,4,NA,NA,NA,NA,NA,NA,NA,6,6,3,"Strongly agree",5,3,1,2,1,2,7,5,NA,NA,1,NA,NA,NA,NA,3,7,NA,NA,4,NA,NA,NA,NA,1,4,5,5,7,7,5,1,10,5,9,5,2,5,"Next",NA,2,3,3,5,5,4,4,2,4,4,4,10,1,10,1,6,1,1,NA,NA,6,NA,1,4,NA,4,4,4,4,4,1,1,3,7,7,5,3,6,4,4,5,5,5,3,1,7,1,1,5,5,4,NA,1,2,0,4,5,5,5,3,0,4,4,6,6,4,3,1,6,1,1,4,4,0,3,6,6,4,3,5,0,0,4,4,4,NA,NA,NA,NA,NA,"Not applicable answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,TRUE,4.333333,TRUE,5,3,6,2,4.75,7,3.5,3.666667,3.6
